"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"COALINDIA","EQ","12-Mar-2020","        168.00","        161.00","        163.00","        150.10","        156.75","        154.55","        155.35","   33250978","          5165547039.30","     206701","   15512094","         46.65"
"COALINDIA","EQ","13-Mar-2020","        154.55","        146.25","        161.55","        123.65","        155.35","        154.10","        152.68","   43328031","          6615288856.05","     175752","   19682165","         45.43"
"COALINDIA","EQ","16-Mar-2020","        154.10","        150.95","        151.35","        143.10","        144.55","        143.90","        147.18","   23548327","          3465831208.00","      92209","   10320947","         43.83"
"COALINDIA","EQ","17-Mar-2020","        143.90","        145.20","        155.40","        142.30","        147.25","        145.90","        150.10","   18990185","          2850382834.90","     108984","    6909482","         36.38"
"COALINDIA","EQ","18-Mar-2020","        145.90","        151.60","        151.85","        143.00","        144.50","        145.05","        146.25","   18744151","          2741303585.05","      99549","    8195345","         43.72"
"COALINDIA","EQ","19-Mar-2020","        145.05","        128.00","        133.50","        122.00","        122.55","        123.55","        128.67","   28555217","          3674246655.70","     184801","   11761737","         41.19"
"COALINDIA","EQ","20-Mar-2020","        123.55","        124.50","        135.80","        122.65","        132.40","        132.80","        129.47","   24023065","          3110263943.30","     104020","    9537271","         39.70"
"COALINDIA","EQ","23-Mar-2020","        132.80","        122.50","        134.85","        120.05","        127.55","        127.85","        129.07","   17885210","          2308399429.50","      94097","   10549335","         58.98"
"COALINDIA","EQ","24-Mar-2020","        127.85","        129.25","        135.00","        125.45","        129.00","        127.85","        130.27","    9991429","          1301573569.45","      62450","    3193288","         31.96"
"COALINDIA","EQ","25-Mar-2020","        127.85","        126.00","        129.25","        123.70","        124.25","        124.50","        125.35","    8344561","          1045974832.65","      59668","    3647405","         43.71"
"COALINDIA","EQ","26-Mar-2020","        124.50","        126.00","        127.00","        119.20","        123.90","        123.25","        123.09","   28364155","          3491454802.70","     153911","   18236069","         64.29"
"COALINDIA","EQ","27-Mar-2020","        123.25","        125.90","        132.95","        125.00","        131.15","        131.70","        129.23","   18334750","          2369461297.75","     116521","    7032558","         38.36"
