"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"ITC","EQ","01-Oct-2019","        259.85","        259.10","        262.45","        255.00","        256.15","        255.90","        258.41","   15440899","          3990005629.40","     151731","    6609806","         42.81"
"ITC","EQ","03-Oct-2019","        255.90","        257.70","        262.15","        256.05","        261.25","        261.65","        259.37","   12356337","          3204832442.45","     161071","    7945513","         64.30"
"ITC","EQ","04-Oct-2019","        261.65","        263.00","        263.90","        255.20","        257.50","        257.25","        258.07","   18085064","          4667198739.55","     196876","   11546845","         63.85"
"ITC","EQ","07-Oct-2019","        257.25","        257.50","        258.00","        250.70","        251.20","        251.90","        254.82","   21263568","          5418428616.15","     107061","   13108539","         61.65"
"ITC","EQ","09-Oct-2019","        251.90","        251.30","        252.20","        246.30","        247.00","        247.10","        248.56","   21503869","          5344913332.75","     118978","   14665271","         68.20"
"ITC","EQ","10-Oct-2019","        247.10","        247.00","        247.65","        242.65","        243.10","        243.20","        244.36","   24294966","          5936666498.25","     137402","   18190923","         74.88"
"ITC","EQ","11-Oct-2019","        243.20","        243.20","        246.20","        241.10","        244.15","        243.95","        244.16","   25072193","          6121668392.30","     132632","   18495851","         73.77"
"ITC","EQ","14-Oct-2019","        243.95","        245.45","        246.40","        243.00","        244.15","        244.10","        244.60","   14713799","          3598983399.35","     105998","   10271479","         69.81"
"ITC","EQ","15-Oct-2019","        244.10","        245.05","        249.20","        245.05","        247.80","        247.60","        247.71","    9989191","          2474374750.05","     184999","    4957458","         49.63"
"ITC","EQ","16-Oct-2019","        247.60","        247.40","        247.60","        242.15","        244.00","        243.65","        244.04","   16063295","          3920144136.30","     152479","   10943776","         68.13"
"ITC","EQ","17-Oct-2019","        243.65","        244.00","        246.70","        243.85","        245.95","        245.85","        245.51","   13649598","          3351084507.50","     158356","    8984413","         65.82"
"ITC","EQ","18-Oct-2019","        245.85","        246.00","        247.80","        245.10","        246.35","        246.50","        246.55","   12833554","          3164147314.65","     103099","    8972562","         69.91"
"ITC","EQ","22-Oct-2019","        246.50","        245.00","        251.10","        244.95","        248.50","        248.90","        249.13","   18275636","          4552988880.75","     135996","   12677210","         69.37"
"ITC","EQ","23-Oct-2019","        248.90","        250.40","        251.95","        249.05","        250.75","        251.05","        250.64","   12831461","          3216062840.25","     126405","    8942131","         69.69"
"ITC","EQ","24-Oct-2019","        251.05","        252.60","        254.00","        247.95","        249.25","        249.05","        251.28","   16791340","          4219314898.80","     148136","    8706725","         51.85"
"ITC","EQ","25-Oct-2019","        249.05","        256.90","        257.20","        247.00","        247.70","        247.70","        251.46","   32591192","          8195372591.90","     236984","   13983794","         42.91"
"ITC","EQ","27-Oct-2019","        247.70","        249.95","        251.10","        249.70","        250.60","        250.40","        250.32","    3132126","           784021042.25","      42658","    2077229","         66.32"
"ITC","EQ","29-Oct-2019","        250.40","        250.95","        255.10","        249.55","        253.10","        253.25","        253.11","   11937562","          3021507125.60","     101270","    6876990","         57.61"
"ITC","EQ","30-Oct-2019","        253.25","        256.00","        264.00","        254.30","        259.20","        259.40","        259.52","   34291157","          8899326542.20","     195917","   20203473","         58.92"
"ITC","EQ","31-Oct-2019","        259.40","        260.00","        262.85","        256.20","        258.20","        257.65","        259.14","   16654994","          4315979364.75","     108841","    9358577","         56.19"
"ITC","EQ","01-Nov-2019","        257.65","        259.35","        263.00","        258.75","        261.50","        261.30","        261.29","   12571588","          3284777463.95","     112841","    6658745","         52.97"
"ITC","EQ","04-Nov-2019","        261.30","        262.95","        264.95","        260.05","        261.05","        260.75","        262.44","    7895272","          2072023154.15","      92784","    3986383","         50.49"
"ITC","EQ","05-Nov-2019","        260.75","        261.00","        264.00","        258.60","        263.00","        262.90","        261.42","   10278362","          2686927622.90","     117136","    5342980","         51.98"
"ITC","EQ","06-Nov-2019","        262.90","        262.95","        263.80","        260.00","        261.75","        261.35","        261.74","    8857419","          2318339610.45","      86602","    4730676","         53.41"
"ITC","EQ","07-Nov-2019","        261.35","        262.90","        266.30","        262.00","        265.95","        265.85","        264.76","   14782434","          3913852051.40","     104044","    8353061","         56.51"
"ITC","EQ","08-Nov-2019","        265.85","        264.85","        265.45","        260.00","        260.75","        260.50","        261.73","   11899353","          3114365596.45","     109003","    6561742","         55.14"
"ITC","EQ","11-Nov-2019","        260.50","        260.60","        262.35","        258.80","        259.05","        259.45","        260.02","    7245151","          1883902675.85","      50079","    3705334","         51.14"
"ITC","EQ","13-Nov-2019","        259.45","        258.90","        259.25","        253.15","        253.70","        253.85","        255.69","   10269356","          2625819564.10","      86272","    6469354","         63.00"
"ITC","EQ","14-Nov-2019","        253.85","        254.10","        255.90","        253.25","        253.85","        253.90","        254.36","    8880734","          2258891592.40","      67254","    4487487","         50.53"
"ITC","EQ","15-Nov-2019","        253.90","        254.25","        255.75","        250.00","        250.65","        250.65","        251.81","   16741465","          4215729900.45","      81190","   12029502","         71.85"
"ITC","EQ","18-Nov-2019","        250.65","        251.45","        252.25","        248.75","        250.60","        250.75","        250.64","    7864919","          1971228486.90","      99701","    4227162","         53.75"
"ITC","EQ","19-Nov-2019","        250.75","        251.75","        251.80","        248.80","        249.25","        249.30","        249.47","   12152981","          3031825058.40","      98376","    8845459","         72.78"
"ITC","EQ","20-Nov-2019","        249.30","        249.30","        251.30","        246.70","        250.70","        250.70","        249.47","    9978073","          2489252521.00","      92673","    4702287","         47.13"
"ITC","EQ","21-Nov-2019","        250.70","        251.40","        251.40","        245.05","        245.65","        245.70","        247.49","   10393219","          2572263182.80","      94431","    6624260","         63.74"
"ITC","EQ","22-Nov-2019","        245.70","        247.15","        252.65","        246.65","        247.50","        247.65","        249.42","   16370384","          4083147787.70","     114059","    7259519","         44.35"
"ITC","EQ","25-Nov-2019","        247.65","        247.75","        248.40","        246.25","        247.80","        247.75","        247.31","   10586688","          2618186978.90","     108346","    6622333","         62.55"
"ITC","EQ","26-Nov-2019","        247.75","        248.65","        250.40","        247.70","        249.00","        249.15","        249.25","   19778030","          4929739524.55","     115788","   15521813","         78.48"
"ITC","EQ","27-Nov-2019","        249.15","        249.75","        250.05","        246.60","        246.65","        246.95","        247.70","    8841620","          2190047505.90","      76314","    4779174","         54.05"
"ITC","EQ","28-Nov-2019","        246.95","        247.30","        247.95","        245.65","        246.70","        246.70","        246.70","   10992718","          2711909018.65","      69670","    6917052","         62.92"
"ITC","EQ","29-Nov-2019","        246.70","        246.75","        247.40","        245.00","        245.95","        246.40","        246.25","    9807979","          2415200872.85","      65216","    6370297","         64.95"
"ITC","EQ","02-Dec-2019","        246.40","        246.00","        246.90","        244.55","        245.00","        244.95","        245.57","    9972664","          2449006619.95","      59806","    6381226","         63.99"
"ITC","EQ","03-Dec-2019","        244.95","        244.95","        245.80","        242.65","        244.40","        244.05","        244.00","    8129241","          1983548823.50","      81409","    4288162","         52.75"
"ITC","EQ","04-Dec-2019","        244.05","        243.50","        244.05","        242.00","        243.20","        243.15","        243.08","   11946661","          2903982317.60","     222687","    9077395","         75.98"
"ITC","EQ","05-Dec-2019","        243.15","        243.15","        247.50","        243.10","        247.00","        246.95","        245.82","   11265857","          2769407367.25","     114513","    7268454","         64.52"
"ITC","EQ","06-Dec-2019","        246.95","        247.00","        247.15","        242.50","        243.00","        243.35","        244.38","   10374270","          2535241597.90","      79374","    5938137","         57.24"
"ITC","EQ","09-Dec-2019","        243.35","        243.00","        243.30","        241.00","        241.00","        241.45","        241.81","    6722758","          1625602231.00","      77041","    4107826","         61.10"
"ITC","EQ","10-Dec-2019","        241.45","        241.60","        241.70","        235.00","        235.50","        235.60","        237.40","   15380232","          3651220144.70","     156484","   10773842","         70.05"
"ITC","EQ","11-Dec-2019","        235.60","        235.60","        238.80","        235.60","        237.90","        237.60","        237.69","   13799825","          3280118336.60","     100085","    9852065","         71.39"
"ITC","EQ","12-Dec-2019","        237.60","        238.05","        240.20","        237.60","        238.70","        238.55","        239.08","   10307052","          2464240326.40","     122762","    6808841","         66.06"
"ITC","EQ","13-Dec-2019","        238.55","        240.00","        242.50","        239.20","        241.65","        241.60","        240.64","    8205457","          1974593221.80","     116746","    4901471","         59.73"
"ITC","EQ","16-Dec-2019","        241.60","        243.00","        243.40","        236.35","        236.95","        236.90","        238.18","   12014269","          2861614766.60","     128210","    7252866","         60.37"
"ITC","EQ","17-Dec-2019","        236.90","        237.50","        241.70","        237.50","        241.00","        241.05","        240.29","   15921196","          3825660651.65","     173736","   10778226","         67.70"
"ITC","EQ","18-Dec-2019","        241.05","        240.60","        247.35","        239.75","        244.95","        245.15","        244.68","   17134732","          4192517746.90","     137442","    7821444","         45.65"
"ITC","EQ","19-Dec-2019","        245.15","        246.05","        247.90","        243.25","        243.70","        244.35","        245.59","    9339714","          2293767139.50","      72183","    3741372","         40.06"
"ITC","EQ","20-Dec-2019","        244.35","        244.35","        245.10","        240.15","        241.45","        241.15","        242.03","   13958336","          3378296662.55","      90193","    9307666","         66.68"
"ITC","EQ","23-Dec-2019","        241.15","        242.00","        242.80","        238.65","        239.25","        238.90","        239.52","   19082124","          4570523162.95","      96737","   14854166","         77.84"
"ITC","EQ","24-Dec-2019","        238.90","        239.00","        240.20","        238.20","        238.75","        238.75","        239.06","    7896150","          1887674726.45","      62943","    4278642","         54.19"
"ITC","EQ","26-Dec-2019","        238.75","        238.90","        239.40","        236.35","        236.95","        236.80","        237.57","   14460325","          3435355996.35","     113103","    9523809","         65.86"
"ITC","EQ","27-Dec-2019","        236.80","        237.50","        238.45","        236.45","        237.30","        236.90","        237.33","    8712539","          2067749206.50","      67022","    5918603","         67.93"
"ITC","EQ","30-Dec-2019","        236.90","        238.00","        240.90","        237.50","        238.30","        238.20","        239.31","   13173134","          3152505946.25","      90371","    7200502","         54.66"
"ITC","EQ","31-Dec-2019","        238.20","        238.55","        238.95","        237.40","        237.80","        237.70","        238.19","    7142051","          1701200648.00","      53583","    4522018","         63.32"
"ITC","EQ","01-Jan-2020","        237.70","        238.60","        238.60","        237.10","        238.00","        238.10","        237.85","    4208837","          1001078168.45","      38576","    1848314","         43.92"
"ITC","EQ","02-Jan-2020","        238.10","        238.20","        240.95","        238.10","        240.30","        239.85","        239.71","    8402979","          2014240923.00","      84223","    5619818","         66.88"
"ITC","EQ","03-Jan-2020","        239.85","        241.00","        241.00","        238.00","        238.45","        238.50","        238.66","    9284478","          2215853102.35","      64049","    6344169","         68.33"
"ITC","EQ","06-Jan-2020","        238.50","        237.50","        238.30","        235.00","        235.30","        235.10","        236.15","    7636617","          1803374990.10","      72977","    4934625","         64.62"
"ITC","EQ","07-Jan-2020","        235.10","        236.05","        237.90","        234.60","        235.50","        235.35","        235.94","    8416741","          1985824895.85","      66747","    4781835","         56.81"
"ITC","EQ","08-Jan-2020","        235.35","        234.00","        235.80","        233.25","        234.40","        234.20","        234.46","    7043211","          1651373616.00","      66642","    3897623","         55.34"
"ITC","EQ","09-Jan-2020","        234.20","        235.60","        236.60","        235.05","        236.10","        235.80","        235.72","    9452653","          2228176873.85","     107069","    6378923","         67.48"
"ITC","EQ","10-Jan-2020","        235.80","        237.60","        238.75","        236.80","        238.10","        238.00","        237.86","    9973746","          2372397224.60","      89471","    7182804","         72.02"
"ITC","EQ","13-Jan-2020","        238.00","        238.50","        240.50","        238.25","        239.25","        239.25","        239.58","   12243639","          2933349672.30","      83515","    8262934","         67.49"
"ITC","EQ","14-Jan-2020","        239.25","        240.25","        243.80","        238.30","        243.10","        243.25","        241.86","   11843444","          2864487787.15","      89338","    7543081","         63.69"
"ITC","EQ","15-Jan-2020","        243.25","        242.55","        243.00","        241.10","        241.85","        242.40","        242.13","    5476729","          1326099721.25","      60662","    3216141","         58.72"
"ITC","EQ","16-Jan-2020","        242.40","        242.50","        243.90","        240.10","        240.45","        240.75","        241.88","    9369668","          2266360483.90","      85618","    5733970","         61.20"
"ITC","EQ","17-Jan-2020","        240.75","        240.75","        242.10","        239.40","        239.95","        239.95","        240.43","    7392403","          1777321066.90","      97633","    4578819","         61.94"
"ITC","EQ","20-Jan-2020","        239.95","        240.05","        243.25","        240.05","        242.30","        241.90","        241.96","    8020816","          1940753812.50","      70844","    4631818","         57.75"
"ITC","EQ","21-Jan-2020","        241.90","        241.45","        241.45","        238.00","        238.45","        238.45","        239.25","    9571070","          2289906472.60","      90383","    6175670","         64.52"
"ITC","EQ","22-Jan-2020","        238.45","        239.60","        239.60","        237.10","        238.30","        238.05","        238.27","    7654918","          1823901029.05","      83042","    4934815","         64.47"
"ITC","EQ","23-Jan-2020","        238.05","        238.10","        238.75","        236.90","        237.95","        237.90","        237.67","    6120434","          1454654742.20","      69953","    3537506","         57.80"
"ITC","EQ","24-Jan-2020","        237.90","        237.40","        239.10","        237.00","        238.25","        238.15","        238.21","    6801874","          1620247560.85","      66148","    3748753","         55.11"
"ITC","EQ","27-Jan-2020","        238.15","        237.00","        237.40","        234.30","        234.65","        234.60","        235.80","    6837613","          1612314627.90","      73157","    3974981","         58.13"
"ITC","EQ","28-Jan-2020","        234.60","        234.75","        235.90","        230.50","        231.00","        230.75","        232.39","   14582907","          3388953374.00","     134277","    9816226","         67.31"
"ITC","EQ","29-Jan-2020","        230.75","        231.50","        237.65","        231.15","        237.30","        236.65","        236.14","   20469708","          4833759395.70","     136048","   11399264","         55.69"
"ITC","EQ","30-Jan-2020","        236.65","        236.95","        237.00","        233.00","        233.70","        234.05","        234.92","   10394149","          2441843188.25","      75658","    6735834","         64.80"
"ITC","EQ","31-Jan-2020","        234.05","        235.75","        238.40","        234.05","        235.20","        235.15","        236.11","   18455880","          4357677128.90","     119578","    9809349","         53.15"
"ITC","EQ","01-Feb-2020","        235.15","        236.90","        239.25","        215.50","        219.25","        219.00","        226.82","   42268141","          9587357755.20","     307308","   16545806","         39.14"
"ITC","EQ","03-Feb-2020","        219.00","        215.00","        216.90","        205.00","        208.90","        207.60","        209.48","   79764370","         16708887974.20","     436227","   32873094","         41.21"
"ITC","EQ","04-Feb-2020","        207.60","        210.80","        217.60","        209.15","        215.95","        215.65","        213.76","   35767812","          7645555501.60","     182198","   18731113","         52.37"
"ITC","EQ","05-Feb-2020","        215.65","        216.30","        217.50","        211.50","        216.05","        216.45","        215.20","   21253607","          4573820829.00","     245783","    9831848","         46.26"
"ITC","EQ","06-Feb-2020","        216.45","        218.00","        219.90","        211.80","        213.40","        213.55","        215.72","   27388582","          5908200076.55","     221588","   16838636","         61.48"
"ITC","EQ","07-Feb-2020","        213.55","        213.80","        215.70","        212.75","        213.30","        213.40","        214.40","   17133407","          3673440145.25","     126285","   10930975","         63.80"
"ITC","EQ","10-Feb-2020","        213.40","        214.00","        214.05","        210.05","        210.50","        210.55","        211.41","    9617387","          2033241892.25","     212652","    5487153","         57.05"
"ITC","EQ","11-Feb-2020","        210.55","        216.50","        216.95","        211.80","        212.50","        212.60","        213.79","   29803784","          6371725435.00","     352348","   16641794","         55.84"
"ITC","EQ","12-Feb-2020","        212.60","        213.40","        214.80","        211.80","        212.95","        213.05","        213.35","    9928416","          2118220128.00","      91939","    4837515","         48.72"
"ITC","EQ","13-Feb-2020","        213.05","        213.05","        213.45","        211.20","        212.05","        211.90","        212.06","    9153131","          1941022169.40","     111421","    5580976","         60.97"
"ITC","EQ","14-Feb-2020","        211.90","        212.25","        212.90","        206.80","        207.60","        207.70","        209.55","   13731692","          2877476599.10","     119326","    7932043","         57.76"
"ITC","EQ","17-Feb-2020","        207.70","        208.00","        208.65","        204.00","        204.25","        204.80","        205.88","   15561953","          3203905544.45","     113582","   11259627","         72.35"
"ITC","EQ","18-Feb-2020","        204.80","        204.55","        204.60","        200.50","        204.05","        203.85","        202.08","   20934864","          4230523846.80","     159783","   14197051","         67.82"
"ITC","EQ","19-Feb-2020","        203.85","        205.25","        207.15","        203.85","        207.15","        206.70","        205.72","    9054560","          1862691743.35","     115692","    4763674","         52.61"
"ITC","EQ","20-Feb-2020","        206.70","        207.00","        208.55","        205.45","        207.90","        207.45","        207.21","   15592846","          3230976211.90","     137512","   10574992","         67.82"
"ITC","EQ","24-Feb-2020","        207.45","        207.00","        207.45","        201.80","        203.15","        203.00","        203.98","   16594046","          3384825970.55","     141527","    8330434","         50.20"
"ITC","EQ","25-Feb-2020","        203.00","        203.80","        205.40","        201.50","        201.80","        201.80","        203.06","   15313516","          3109638892.35","     144560","    9294386","         60.69"
"ITC","EQ","26-Feb-2020","        201.80","        200.65","        201.95","        196.30","        199.00","        198.60","        199.30","   17869240","          3561418854.45","     140431","    9607883","         53.77"
"ITC","EQ","27-Feb-2020","        198.60","        198.40","        199.15","        195.90","        196.95","        197.55","        197.60","   17271066","          3412775982.55","     120175","   10214245","         59.14"
"ITC","EQ","28-Feb-2020","        197.55","        195.00","        199.90","        192.05","        196.60","        197.55","        196.04","   32628444","          6396355835.10","     240164","   19944265","         61.13"
"ITC","EQ","02-Mar-2020","        197.55","        199.50","        203.45","        193.65","        195.50","        195.30","        199.65","   18560049","          3705536591.05","     114142","    9477032","         51.06"
"ITC","EQ","03-Mar-2020","        195.30","        197.00","        197.45","        192.55","        194.05","        193.85","        194.56","   17947416","          3491906049.60","     148060","    8740612","         48.70"
"ITC","EQ","04-Mar-2020","        193.85","        194.95","        195.55","        186.55","        187.35","        187.50","        189.12","   27664076","          5231908412.85","     138723","   16834826","         60.85"
"ITC","EQ","05-Mar-2020","        187.50","        187.55","        191.20","        186.55","        187.60","        188.05","        188.87","   20025924","          3782197171.45","     151318","    9560151","         47.74"
"ITC","EQ","06-Mar-2020","        188.05","        184.85","        184.85","        179.75","        181.40","        181.75","        181.99","   26764504","          4870964712.15","     199706","   17007149","         63.54"
"ITC","EQ","09-Mar-2020","        181.75","        179.00","        179.00","        174.50","        176.75","        177.20","        177.16","   21795899","          3861308623.15","     156489","   11793069","         54.11"
"ITC","EQ","11-Mar-2020","        177.20","        174.00","        176.75","        172.35","        176.25","        175.65","        174.50","   27957737","          4878568815.10","     179482","   15733669","         56.28"
"ITC","EQ","12-Mar-2020","        175.65","        169.00","        169.15","        150.55","        155.80","        155.80","        158.13","   52040944","          8229213336.40","     264894","   29389098","         56.47"
"ITC","EQ","13-Mar-2020","        155.80","        150.00","        164.00","        134.60","        163.40","        162.25","        155.29","   61592332","          9564478910.75","     274571","   34828490","         56.55"
"ITC","EQ","16-Mar-2020","        162.25","        158.00","        158.10","        145.25","        147.55","        147.25","        150.85","   33255085","          5016491056.90","     215377","   18221190","         54.79"
"ITC","EQ","17-Mar-2020","        147.25","        148.00","        155.80","        146.05","        149.15","        149.15","        151.60","   47658462","          7224900485.00","     226554","   30663126","         64.34"
"ITC","EQ","18-Mar-2020","        149.15","        152.10","        154.65","        147.35","        151.40","        150.70","        151.05","   50248786","          7590057352.85","     282399","   29171339","         58.05"
"ITC","EQ","19-Mar-2020","        150.70","        150.70","        163.55","        144.75","        160.90","        161.85","        154.41","   89753683","         13858883275.85","     386234","   53088317","         59.15"
"ITC","EQ","20-Mar-2020","        161.85","        165.10","        176.50","        165.10","        176.35","        175.50","        172.02","   61997991","         10665108502.65","     327341","   34650958","         55.89"
"ITC","EQ","23-Mar-2020","        175.50","        158.00","        162.00","        149.20","        155.00","        154.30","        155.40","   51354135","          7980277585.00","     369765","   33862753","         65.94"
"ITC","EQ","24-Mar-2020","        154.30","        162.95","        163.70","        147.40","        151.00","        149.70","        151.25","   52569242","          7950911046.10","     348501","   32323383","         61.49"
"ITC","EQ","25-Mar-2020","        149.70","        151.00","        152.00","        139.00","        147.05","        147.35","        143.99","   62506221","          9000105590.05","     365896","   36878546","         59.00"
"ITC","EQ","26-Mar-2020","        147.35","        150.00","        159.40","        143.25","        156.80","        156.40","        150.86","   58443502","          8816939242.70","     287956","   33043590","         56.54"
"ITC","EQ","27-Mar-2020","        156.40","        162.00","        166.00","        155.00","        163.25","        163.20","        160.45","   32636891","          5236588359.75","     209456","   14470827","         44.34"
"ITC","EQ","30-Mar-2020","        163.20","        156.05","        164.90","        156.05","        160.15","        159.20","        162.40","   28120394","          4566682077.25","     262288","   12398420","         44.09"
"ITC","EQ","31-Mar-2020","        159.20","        164.00","        173.85","        161.55","        169.90","        171.70","        167.53","   42630922","          7141798426.45","     231840","   22562462","         52.93"
"ITC","EQ","01-Apr-2020","        171.70","        171.70","        172.75","        164.55","        166.65","        166.40","        167.60","   18142049","          3040521387.35","     180234","    6967744","         38.41"
"ITC","EQ","03-Apr-2020","        166.40","        167.90","        182.75","        167.00","        177.50","        177.90","        175.12","   62868085","         11009282014.05","     354482","   31070588","         49.42"
"ITC","EQ","07-Apr-2020","        177.90","        185.70","        185.70","        173.65","        181.40","        181.55","        179.45","   36119016","          6481702914.90","     238009","   10783554","         29.86"
"ITC","EQ","08-Apr-2020","        181.55","        180.85","        184.00","        176.65","        178.60","        178.65","        179.57","   37561322","          6744718284.15","     263938","   13760848","         36.64"
"ITC","EQ","09-Apr-2020","        178.65","        184.00","        186.25","        180.00","        184.85","        185.25","        183.63","   42643743","          7830631145.55","     215510","   25892461","         60.72"
"ITC","EQ","13-Apr-2020","        185.25","        184.50","        186.65","        181.05","        181.90","        181.60","        183.42","   17744825","          3254817711.85","     139175","    7762029","         43.74"
"ITC","EQ","15-Apr-2020","        181.60","        184.05","        193.75","        182.70","        190.25","        189.35","        189.56","   49092959","          9306140489.75","     337036","   26436783","         53.85"
"ITC","EQ","16-Apr-2020","        189.35","        189.65","        191.20","        185.45","        187.10","        186.35","        187.90","   27082646","          5088737088.60","     207231","   14297047","         52.79"
"ITC","EQ","17-Apr-2020","        186.35","        190.45","        191.40","        186.95","        188.15","        188.10","        188.89","   26669272","          5037662353.70","     168212","   15744641","         59.04"
"ITC","EQ","20-Apr-2020","        188.10","        189.95","        189.95","        179.50","        180.90","        180.70","        181.67","   35767070","          6497897849.00","     271108","   18867318","         52.75"
