Date_new,Date,Description,Credit,Debit,Balance,Calculation Balance,Calculation Credit,Calculated Debit,Checker,Transaction Type,counter
03-10-2017,03-Oct-17,By Opening Balance,0,0,-82581433.46,-82581433.46,0,0,True,Others,39
03-10-2017,03-Oct-17,To RTGS[ID:7766 For120313023790 NOVATCHPROJECTS I PVT LTD],0,1000000,-83581433.46,-83581433.46,0,1000000,True,RTGS,39
03-10-2017,03-Oct-17,To Comm. on RTGS[ID:7766 For120313023790 NOVATCHPROJECTS I PVT LTD],0,60,-83581493.46,-83581493.46,0,60,True,RTGS,39
03-10-2017,03-Oct-17,To ABB RPDE SB/GEN/203MINAL MOHAN JOSHISANDEEP FREIGHT CARRIER,0,85974,-83667467.46,-83667467.46,0,85974,True,Others,39
03-10-2017,03-Oct-17,SANDEEP FREIGHT CARRIER,0,200000,-83867467.46,-83867467.46,0,200000,True,Others,39
03-10-2017,03-Oct-17,TATA CAPITAL FINANCIALSERVICES LTDAIR LINK,0,244816,-84112283.46,-84112283.46,0,244816,True,Others,39
03-10-2017,03-Oct-17,AIR LINK,0,6004,-84118287.46,-84118287.46,0,6004,True,Others,39
03-10-2017,03-Oct-17,To NEFT/UTIB-AKSHAYMEHRA-004417276051800[ID:51800],0,10000,-84128287.46,-84128287.46,0,10000,True,NEFT,39
03-10-2017,03-Oct-17,To Comm.onNEFT:/UTIB-AKSHAYMEHRA-004417276051800[ID:51,0,3,-84128290.46,-84128290.46,0,3,True,NEFT,39
03-10-2017,03-Oct-17,To DORV PROCESSEQUIPMENTS PVT LTDTo NEFT/KKBK-SOUMADEEP,0,75000,-84203290.46,-84203290.46,0,75000,True,NEFT,39
03-10-2017,03-Oct-17,To NEFT/KKBK-SOUMADEEPSUKUM-004417276051818[ID:51818],0,21847,-84225137.46,-84225137.46,0,21847,True,NEFT,39
03-10-2017,03-Oct-17,To Comm.onNEFT:/KKBK-SOUMADEEPSUKUM-004417276051818[ID:51,0,6,-84225143.46,-84225143.46,0,6,True,NEFT,39
04-10-2017,04-Oct-17,By RTGS ID:7769 [From52205850207 BHARAT HEAVYELECTRICALS LTD-TRICHY,2363682,0,-81861461.46,-81861461.46,2363682,0,True,RTGS,39
04-10-2017,04-Oct-17,RANU GAS SERVICE,0,3956,-81865417.46,-81865417.46,0,3956,True,Others,39
04-10-2017,04-Oct-17,MANIBHADRA TUBECORPORATIONParticulars,0,77564,-81942981.46,-81942981.46,0,77564,True,Others,39
04-10-2017,04-Oct-17,KOTAK MAHINDRA BANK LTD,0,146889,-82089870.46,-82089870.46,0,146889,True,Others,39
04-10-2017,04-Oct-17,NAVDA SERVICE STATION,0,10000,-82099870.46,-82099870.46,0,10000,True,Others,39
04-10-2017,04-Oct-17,"To REALISATION OF BILLSBGR-10, 05By Mrg",0,1627462,-83727332.46,-83727332.46,0,1627462,True,Others,39
04-10-2017,04-Oct-17,By MrgRev.GEN(BD)7/1130/HundiNo.BGR/17-18/05,56900,0,-83670432.46,-83670432.46,56900,0,True,Others,39
04-10-2017,04-Oct-17,To Hundi No (BGR/17-18/05),0,7829,-83678261.46,-83678261.46,0,7829,True,Others,39
04-10-2017,04-Oct-17,By MrgRev.GEN(BD)7/1128/HundiNo.BGR/2017-18/010,105846.2,0,-83572415.26,-83572415.26,105846.199999988,0,True,Others,39
04-10-2017,04-Oct-17,To Hundi No (BGR/2017-18/010),0,4045,-83576460.26,-83576460.26,0,4045,True,Others,39
05-10-2017,05-Oct-17,To REAL OF BILL BHEL/17-18/03,0,305271,-83881731.26,-83881731.26,0,305271,True,Others,39
05-10-2017,05-Oct-17,By MrgRev.GEN(BD)7/1129/HundiNo.BHEL /17-18/ 03,30527.1,0,-83851204.16,-83851204.16,30527.1000000089,0,True,Others,39
05-10-2017,05-Oct-17,To Hundi No (BHEL /17-18/ 03),0,817,-83852021.16,-83852021.16,0,817,True,Others,39
05-10-2017,05-Oct-17,To ACH DR IVL FINANC,0,179511,-84031532.16,-84031532.16,0,179511,True,NACH,39
05-10-2017,05-Oct-17,To ACH DR HDFC BANK,0,19408,-84050940.16,-84050940.16,0,19408,True,NACH,39
05-10-2017,05-Oct-17,To ACH DR ADITY BIRL,0,203544,-84254484.16,-84254484.16,0,203544,True,NACH,39
05-10-2017,05-Oct-17,To ACH DR BDACH-RTBN,0,98440,-84352924.16,-84352924.16,0,98440,True,NACH,39
05-10-2017,05-Oct-17,By RTGS ID:7778 From910010050534718SUKUMARKALIPADA,3417000,0,-80935924.16,-80935924.16,3417000,0,True,RTGS,39
05-10-2017,05-Oct-17,NIMBUS LOGISTICS,0,199000,-81134924.16,-81134924.16,0,199000,True,Others,39
05-10-2017,05-Oct-17,MTNL,0,4578,-81139502.16,-81139502.16,0,4578,True,Others,39
05-10-2017,05-Oct-17,SAI SAGAR ENTERPRISES,0,201960,-81341462.16,-81341462.16,0,201960,True,Others,39
05-10-2017,05-Oct-17,By Disc. GEN(BD)7/HundiNo.NPI/AMB/0024/17-18To Disc. GEN(BD)7/Hundi,2778600.6,0,-78562861.56,-78562861.56,2778600.59999999,0,True,Others,39
05-10-2017,05-Oct-17,To Disc. GEN(BD)7/HundiNo.NPI/AMB/0024/17-18OUTREM EUR 28.41,0,63756,-78626617.56,-78626617.56,0,63756,True,Others,39
05-10-2017,05-Oct-17,OUTREM EUR 28.41MISCOW2017004190MISCOW2017004190OUTREM,0,2595,-78629212.56,-78629212.56,0,2595,True,Others,39
06-10-2017,06-Oct-17,To TD/FDL/11214,0,1000000,-79629212.56,-79629212.56,0,1000000,True,Others,39
06-10-2017,06-Oct-17,ASM WELDING PRODUCTS,0,6006,-79635218.56,-79635218.56,0,6006,True,Others,39
06-10-2017,06-Oct-17,To Commission Charged onLC/No.164To Service Charges Charged on,0,21615,-79656833.56,-79656833.56,0,21615,True,CHARGES,39
06-10-2017,06-Oct-17,To Service Charges Charged onLC/No.164To Commission Charged on,0,1150,-79657983.56,-79657983.56,0,1150,True,CHARGES,39
06-10-2017,06-Oct-17,To Commission Charged onLC/No.165Particulars,0,49368,-79707351.56,-79707351.56,0,49368,True,CHARGES,39
06-10-2017,06-Oct-17,To Service Charges Charged onLC/No.165By RTGS ID:7783 From,0,1150,-79708501.56,-79708501.56,0,1150,True,CHARGES,39
06-10-2017,06-Oct-17,By RTGS ID:7783 From00140310000725BERGERAUTOANDINDUSTRIALCOATINGS103,3000000,0,-76708501.56,-76708501.56,3000000,0,True,RTGS,39
06-10-2017,06-Oct-17,To Commission Charged onLC/No.166To Service Charges Charged on,0,108632,-76817133.56,-76817133.56,0,108632,True,CHARGES,39
06-10-2017,06-Oct-17,To Service Charges Charged onLC/No.166To Service Charges Charged on,0,1150,-76818283.56,-76818283.56,0,1150,True,CHARGES,39
06-10-2017,06-Oct-17,To Service Charges Charged onLC/No.167By Transfer TD/FDS/2831,0,1150,-76819433.56,-76819433.56,0,1150,True,CHARGES,39
06-10-2017,06-Oct-17,By Transfer TD/FDS/2831,179768,0,-76639665.56,-76639665.56,179768,0,True,Others,39
06-10-2017,06-Oct-17,By Transfer TD/FDS/2832,162647,0,-76477018.56,-76477018.56,162647,0,True,Others,39
06-10-2017,06-Oct-17,By Transfer TD/FDS/2871,68596,0,-76408422.56,-76408422.56,68596,0,True,Others,39
07-10-2017,07-Oct-17,To DECS HDFC BANK46239223To RTGS[ID:7785 For,0,11900,-76420322.56,-76420322.56,0,11900,True,RTGS,39
07-10-2017,07-Oct-17,To RTGS[ID:7785 For376935313381017 AEBC CARDNO 376935313381017],0,243113,-76663435.56,-76663435.56,0,243113,True,RTGS,39
07-10-2017,07-Oct-17,To Comm. on RTGS[ID:7785 For376935313381017 AEBC CARDNO 376935313381017],0,29,-76663464.56,-76663464.56,0,29,True,RTGS,39
07-10-2017,07-Oct-17,To NEFT/UTIB-HARADHANGHOSH-004417280052189[ID:52189],0,13775,-76677239.56,-76677239.56,0,13775,True,NEFT,39
07-10-2017,07-Oct-17,To Comm.onNEFT:/UTIB-HARADHANGHOSH-004417280052189[ID:52,0,6,-76677245.56,-76677245.56,0,6,True,NEFT,39
07-10-2017,07-Oct-17,To NEFT/UTIB-DIPAKGHOSH-004417280052188[ID:52188],0,75603,-76752848.56,-76752848.56,0,75603,True,NEFT,39
07-10-2017,07-Oct-17,To Comm.on NEFT:/UTIB-DIPAKGHOSH-004417280052188[ID:52188],0,6,-76752854.56,-76752854.56,0,6,True,NEFT,39
07-10-2017,07-Oct-17,To NEFT/BKID-NILESH POPATKA-004417280052186[ID:52186]To Comm.on,0,38755,-76791609.56,-76791609.56,0,38755,True,NEFT,39
07-10-2017,07-Oct-17,To Comm.onNEFT:/BKID-NILESH POPATKA-004417280052186[ID:52186],0,6,-76791615.56,-76791615.56,0,6,True,NEFT,39
07-10-2017,07-Oct-17,To NEFT/CNRB-ANANTAPRASADL-004417280052185[ID:52185],0,19631,-76811246.56,-76811246.56,0,19631,True,NEFT,39
07-10-2017,07-Oct-17,To Comm.onNEFT:/CNRB-ANANTA PRASADL-004417280052185[ID:52185],0,6,-76811252.56,-76811252.56,0,6,True,NEFT,39
07-10-2017,07-Oct-17,To ACH DR MAGMAFINCO,0,121329,-76932581.56,-76932581.56,0,121329,True,NACH,39
07-10-2017,07-Oct-17,USHA FURNITURE MARTParticularsTo NEFT/SBIN-NOVATECH,0,4350,-76936931.56,-76936931.56,0,4350,True,NEFT,39
07-10-2017,07-Oct-17,To NEFT/SBIN-NOVATECHPROJEC-004417280052218[ID:52218],0,1500000,-78436931.56,-78436931.56,0,1500000,True,NEFT,39
07-10-2017,07-Oct-17,To Comm.onNEFT:/SBIN-NOVATECHPROJEC-004417280052218[ID:52,0,29,-78436960.56,-78436960.56,0,29,True,NEFT,39
07-10-2017,07-Oct-17,To NEFT/BKID-SACHINKARAPURK-004417280052223[ID:52223],0,4000,-78440960.56,-78440960.56,0,4000,True,NEFT,39
07-10-2017,07-Oct-17,To Comm.onNEFT:/BKID-SACHINKARAPURK-004417280052223[I,0,3,-78440963.56,-78440963.56,0,3,True,NEFT,39
07-10-2017,07-Oct-17,ToNEFT/BARB-CHHATRASANGBHAI-004417280052220[ID:52220],0,50020,-78490983.56,-78490983.56,0,50020,True,NEFT,39
07-10-2017,7-Oct-17,To Comm.onNEFT:/BARB-CHHATRASANGBHAI-004417280052220[ID:52220],0,6,-78490989.56,-78490989.56,0,6,True,NEFT,39
07-10-2017,7-Oct-17,To NEFT/VIJB-SAI COATS &TRA-004417280052221[ID:52221]To Comm.on NEFT:/VIJB-SAI,0,24835,-78515824.56,-78515824.56,0,24835,True,NEFT,39
07-10-2017,7-Oct-17,To Comm.on NEFT:/VIJB-SAICOATS &TRA-004417280052221[ID:52221],0,6,-78515830.56,-78515830.56,0,6,True,NEFT,39
07-10-2017,7-Oct-17,To NEFT/SBIN-ANJANDAS-004417280052224[ID:52224]To Comm.on NEFT:/SBIN-ANJAN,0,50000,-78565830.56,-78565830.56,0,50000,True,NEFT,39
07-10-2017,7-Oct-17,To Comm.on NEFT:/SBIN-ANJANDAS-004417280052224[ID:52224]By NEFT ID:52240 [From STATE,0,6,-78565836.56,-78565836.56,0,6,True,NEFT,39
09-10-2017,9-Oct-17,By NEFT ID:52240 [From STATEBANK OF INDIA]By RTGS ID:7795 [From IN,50000,0,-78515836.56,-78515836.56,50000,0,True,RTGS,39
09-10-2017,9-Oct-17,By RTGS ID:7795 [From INHSBC 030-445795-001 CRODAINDIA COMPANY PRIVATE,498999,0,-78016837.56,-78016837.56,498999,0,True,RTGS,39
09-10-2017,9-Oct-17,By RTGS ID:7796 [From0129655100002318 BGRENERGY SYSTEMS LTD 443,999941,0,-77016896.56,-77016896.56,999941,0,True,RTGS,39
09-10-2017,9-Oct-17,By RTGS ID:7797 [From140310000725BERGERAUTOANDINDUSTRIAL,352568,0,-76664328.56,-76664328.56,352568,0,True,RTGS,39
09-10-2017,9-Oct-17,MAGMA FINCORP LIMITED,0,161578,-76825906.56,-76825906.56,0,161578,True,Others,39
10-10-2017,10-Oct-17,by o/w-200/2-INTERVALVEPOONAWALA LIMITEDBUDHAJI MAYA PATIL,210000,0,-76615906.56,-76615906.56,210000,0,True,OUTWARD,39
10-10-2017,10-Oct-17,BUDHAJI MAYA PATIL,0,1500,-76617406.56,-76617406.56,0,1500,True,Others,39
10-10-2017,10-Oct-17,L L ELECTRICAL,0,4130,-76621536.56,-76621536.56,0,4130,True,Others,39
10-10-2017,10-Oct-17,VINAYAK INDUSTRIESParticularsOM SHIV JAGRUTI CANTEEN,0,10197,-76631733.56,-76631733.56,0,10197,True,Others,39
10-10-2017,10-Oct-17,OM SHIV JAGRUTI CANTEEN,0,25155,-76656888.56,-76656888.56,0,25155,True,Others,39
10-10-2017,10-Oct-17,INDUSTRIAL SERVICES,0,41920,-76698808.56,-76698808.56,0,41920,True,Others,39
10-10-2017,10-Oct-17,RINKU CARGO MOVERS,0,22000,-76720808.56,-76720808.56,0,22000,True,Others,39
10-10-2017,10-Oct-17,MALLIK ENGINEERING WORKS,0,23630,-76744438.56,-76744438.56,0,23630,True,Others,39
10-10-2017,10-Oct-17,POOJA FABRICATORS,0,45506,-76789944.56,-76789944.56,0,45506,True,Others,39
10-10-2017,10-Oct-17,VIJAY TRADING CO,0,8610,-76798554.56,-76798554.56,0,8610,True,Others,39
10-10-2017,10-Oct-17,OM GASES CHEMICALS,0,28648,-76827202.56,-76827202.56,0,28648,True,Others,39
10-10-2017,10-Oct-17,MALI TUKARAM DNYANU,0,6500,-76833702.56,-76833702.56,0,6500,True,Others,39
10-10-2017,10-Oct-17,By RTGS ID:7806 From00140310000725BERGERAUTOANDINDUSTRIALCOATINGS103,3352568,0,-73481134.56,-73481134.56,3352568,0,True,RTGS,39
11-10-2017,11-Oct-17,To SI TL/B-LOAN/149,0,101876,-73583010.56,-73583010.56,0,101876,True,ECS,39
11-10-2017,11-Oct-17,To Self,0,25000,-73608010.56,-73608010.56,0,25000,True,CASH,39
11-10-2017,11-Oct-17,To NEFT/UTIB-TRIO INFOTECHS-004417284052446[ID:52446]To Comm.on NEFT:/UTIB-TRIO,0,162000,-73770010.56,-73770010.56,0,162000,True,NEFT,39
11-10-2017,11-Oct-17,To Comm.on NEFT:/UTIB-TRIOINFOTECHS-004417284052446[ID:52446],0,16,-73770026.56,-73770026.56,0,16,True,NEFT,39
11-10-2017,11-Oct-17,To RTGS[ID:7811 For00600310013437 ACC LIMITED]To Comm. on RTGS[ID:7811 For,0,308050,-74078076.56,-74078076.56,0,308050,True,RTGS,39
11-10-2017,11-Oct-17,To Comm. on RTGS[ID:7811 For00600310013437 ACC LIMITED]OFFSHORE TESTING AND,0,32,-74078108.56,-74078108.56,0,32,True,RTGS,39
11-10-2017,11-Oct-17,OFFSHORE TESTING ANDINSPECTION SERVICESSEASHELL LOGISTICS PVT LTD,0,43286,-74121394.56,-74121394.56,0,43286,True,Others,39
11-10-2017,11-Oct-17,SEASHELL LOGISTICS PVT LTD,0,247440,-74368834.56,-74368834.56,0,247440,True,Others,39
12-10-2017,12-Oct-17,To NEFT/HDFC-BAJAJ FINANCEL-004417285052560[ID:52560]To Comm.on NEFT:/HDFC-BAJAJ,0,77577,-74446411.56,-74446411.56,0,77577,True,NEFT,39
12-10-2017,12-Oct-17,To Comm.on NEFT:/HDFC-BAJAJFINANCEL-004417285052560[ID:52560],0,6,-74446417.56,-74446417.56,0,6,True,NEFT,39
12-10-2017,12-Oct-17,To RTGS[ID:7813 For2552040000011 AMANPETROLEUM],0,391998,-74838415.56,-74838415.56,0,391998,True,RTGS,39
12-10-2017,12-Oct-17,To Comm. on RTGS[ID:7813 For2552040000011 AMANPETROLEUM],0,32,-74838447.56,-74838447.56,0,32,True,RTGS,39
12-10-2017,12-Oct-17,INDUSTRIAL INNOVATIVEPACKAGINGSAHIL WATER SUPPLIERS,0,8546,-74846993.56,-74846993.56,0,8546,True,Others,39
12-10-2017,12-Oct-17,SAHIL WATER SUPPLIERS,0,24300,-74871293.56,-74871293.56,0,24300,True,Others,39
12-10-2017,12-Oct-17,PRAKASH SHALIK MHATRE,0,14400,-74885693.56,-74885693.56,0,14400,True,Others,39
12-10-2017,12-Oct-17,HOTEL UDYOG VIHAR,0,9707,-74895400.56,-74895400.56,0,9707,True,Others,39
12-10-2017,12-Oct-17,SANTOSH VISHWAKARMA,0,5000,-74900400.56,-74900400.56,0,5000,True,Others,39
12-10-2017,12-Oct-17,NEW AJMER TRAILER SERVICEParticularsTo NEFT/YESB-PASSIM,0,230000,-75130400.56,-75130400.56,0,230000,True,NEFT,39
12-10-2017,12-Oct-17,To NEFT/YESB-PASSIMENGINEER-004417285052592[ID:52592],0,200000,-75330400.56,-75330400.56,0,200000,True,NEFT,39
12-10-2017,12-Oct-17,To Comm.onNEFT:/YESB-PASSIMENGINEER-004417285052592[ID:,0,16,-75330416.56,-75330416.56,0,16,True,NEFT,39
12-10-2017,12-Oct-17,To NEFT/CBIN-SANKARMAITRA-004417285052587[ID:52587],0,10000,-75340416.56,-75340416.56,0,10000,True,NEFT,39
12-10-2017,12-Oct-17,To Comm.onNEFT:/CBIN-SANKARMAITRA-004417285052587[ID:52,0,3,-75340419.56,-75340419.56,0,3,True,NEFT,39
12-10-2017,12-Oct-17,To NEFT/SBIN-ANJANDAS-004417285052586[ID:52586]To Comm.on NEFT:/SBIN-ANJAN,0,50000,-75390419.56,-75390419.56,0,50000,True,NEFT,39
12-10-2017,12-Oct-17,To Comm.on NEFT:/SBIN-ANJANDAS-004417285052586[ID:52586]To OW Return ReqID :7813,0,6,-75390425.56,-75390425.56,0,6,True,OUTWARD,39
12-10-2017,12-Oct-17,To OW Return ReqID :7813,391998,0,-74998427.56,-74998427.56,391998,0,True,OUTWARD,39
13-10-2017,13-Oct-17,To NEFT/HDFC-INDUSTRIALGAS-004417286052624[ID:52624],0,150000,-75148427.56,-75148427.56,0,150000,True,NEFT,39
13-10-2017,13-Oct-17,To Comm.onNEFT:/HDFC-INDUSTRIAL GAS-004417286052624[ID:52624],0,16,-75148443.56,-75148443.56,0,16,True,NEFT,39
13-10-2017,13-Oct-17,To RTGS[ID:7822 For25520400000111 AMANPETROLEUM],0,391998,-75540441.56,-75540441.56,0,391998,True,RTGS,39
13-10-2017,13-Oct-17,To Comm. on RTGS[ID:7822 For25520400000111 AMANPETROLEUM],0,32,-75540473.56,-75540473.56,0,32,True,RTGS,39
13-10-2017,13-Oct-17,TATA AIG GEN INS CO LTD,0,7552,-75548025.56,-75548025.56,0,7552,True,Others,39
13-10-2017,13-Oct-17,SIGNSMITH DISPLAYS PVT LTD,0,15000,-75563025.56,-75563025.56,0,15000,True,Others,39
13-10-2017,13-Oct-17,FAMOUS ELECTRIC WORKS,0,6000,-75569025.56,-75569025.56,0,6000,True,Others,39
13-10-2017,13-Oct-17,MAA HOISTS AND CRANESSERVICESSHUBHAM ELECTRICALS,0,8410,-75577435.56,-75577435.56,0,8410,True,Others,39
13-10-2017,13-Oct-17,SHUBHAM ELECTRICALS,0,2420,-75579855.56,-75579855.56,0,2420,True,Others,39
13-10-2017,13-Oct-17,YES INDUSTRIES,0,500000,-76079855.56,-76079855.56,0,500000,True,Others,39
13-10-2017,13-Oct-17,NASIR ELECTRICALMECHANICAL COGANGARAM DINKAR PATIL,0,21750,-76101605.56,-76101605.56,0,21750,True,Others,39
13-10-2017,13-Oct-17,GANGARAM DINKAR PATIL,0,12736,-76114341.56,-76114341.56,0,12736,True,Others,39
13-10-2017,13-Oct-17,PATIL HARICHANDRA JOMA,0,26235,-76140576.56,-76140576.56,0,26235,True,Others,39
13-10-2017,13-Oct-17,SAI CONSULTANTS,0,8000,-76148576.56,-76148576.56,0,8000,True,Others,39
13-10-2017,13-Oct-17,To NEFT/SBIN-SHAMSHERBAHADU-004417286052678[ID:52678],0,25000,-76173576.56,-76173576.56,0,25000,True,NEFT,39
13-10-2017,13-Oct-17,To Comm.onNEFT:/SBIN-SHAMSHERBAHADU-004417286052678[ID:5,0,6,-76173582.56,-76173582.56,0,6,True,NEFT,39
13-10-2017,13-Oct-17,To NEFT/SBIN-JOHN GALTINTER-004417286052679[ID:52679],0,500000,-76673582.56,-76673582.56,0,500000,True,NEFT,39
13-10-2017,13-Oct-17,To Comm.on NEFT:/SBIN-JOHNGALTINTER-004417286052679[ID:5267,0,29,-76673611.56,-76673611.56,0,29,True,NEFT,39
13-10-2017,13-Oct-17,By NEFT ID:52686 [FromDECCAN FINE CHEMICALSINDIA PRIVATE],1750000,0,-74923611.56,-74923611.56,1750000,0,True,NEFT,39
16-10-2017,16-Oct-17,To DECS TP-ICICI B1380887708To DECS IILECSCN00053180,0,13680,-74937291.56,-74937291.56,0,13680,True,ECS,39
16-10-2017,16-Oct-17,To DECS IILECSCN00053180,0,85227,-75022518.56,-75022518.56,0,85227,True,ECS,39
16-10-2017,16-Oct-17,By RTGS ID:7833 [From140310000725BERGERAUTOANDINDUSTRIAL,1247290,0,-73775228.56,-73775228.56,1247290,0,True,RTGS,39
16-10-2017,16-Oct-17,ROSHNI ENGINEERS,0,23517,-73798745.56,-73798745.56,0,23517,True,Others,39
16-10-2017,16-Oct-17,PURAN ENGINEERING WORKS,0,13098,-73811843.56,-73811843.56,0,13098,True,Others,39
16-10-2017,16-Oct-17,OM SAI CRANE SERVICE,0,135000,-73946843.56,-73946843.56,0,135000,True,Others,39
16-10-2017,16-Oct-17,ROSHNI ENGINEERS,0,11730,-73958573.56,-73958573.56,0,11730,True,Others,39
16-10-2017,16-Oct-17,V R ENGINEERING WORKS,0,7000,-73965573.56,-73965573.56,0,7000,True,Others,39
16-10-2017,16-Oct-17,To Service Charges Charged onLC/No.168VIKAS ENGINEERING CO,0,1150,-73966723.56,-73966723.56,0,1150,True,CHARGES,39
17-10-2017,17-Oct-17,VIKAS ENGINEERING CO,0,10910,-73977633.56,-73977633.56,0,10910,True,Others,39
17-10-2017,17-Oct-17,HARI OM ELECTRIC WORKS,0,28413,-74006046.56,-74006046.56,0,28413,True,Others,39
17-10-2017,17-Oct-17,ELECTRO DIAGNO SYSTEMSPVT LULTRA CHEM SERVICES,0,56326,-74062372.56,-74062372.56,0,56326,True,Others,39
17-10-2017,17-Oct-17,ULTRA CHEM SERVICES,0,47358,-74109730.56,-74109730.56,0,47358,True,Others,39
17-10-2017,17-Oct-17,UNIQUE ENGINEERS,0,212629,-74322359.56,-74322359.56,0,212629,True,Others,39
17-10-2017,17-Oct-17,J S P MACHINERY,0,2950,-74325309.56,-74325309.56,0,2950,True,Others,39
17-10-2017,17-Oct-17,BRITEX ENGINEERING WORKS,0,17588,-74342897.56,-74342897.56,0,17588,True,Others,39
17-10-2017,17-Oct-17,KWALITY AUTO PAINTS,0,167242,-74510139.56,-74510139.56,0,167242,True,Others,39
17-10-2017,17-Oct-17,SHRI VARMA DISH HAND,0,40986,-74551125.56,-74551125.56,0,40986,True,Others,39
17-10-2017,17-Oct-17,OM SAI ELECTRIC WORKS,0,38610,-74589735.56,-74589735.56,0,38610,True,Others,39
17-10-2017,17-Oct-17,TATA AIG GEN INS CO LTD,0,23161,-74612896.56,-74612896.56,0,23161,True,Others,39
17-10-2017,17-Oct-17,SAI SAGAR ENTERPRISES,0,201960,-74814856.56,-74814856.56,0,201960,True,Others,39
17-10-2017,17-Oct-17,To Self,0,125000,-74939856.56,-74939856.56,0,125000,True,CASH,39
17-10-2017,17-Oct-17,To NEFT/IBKL-VARADENGINEERI-004417290052916[ID:52916],0,59300,-74999156.56,-74999156.56,0,59300,True,NEFT,39
17-10-2017,17-Oct-17,To Comm.on NEFT:/IBKL-VARADENGINEERI-004417290052916[ID:52916],0,6,-74999162.56,-74999162.56,0,6,True,NEFT,39
17-10-2017,17-Oct-17,To NEFT/CORP-V SENGINEERING-004417290052923[ID:52923],0,170000,-75169162.56,-75169162.56,0,170000,True,NEFT,39
17-10-2017,17-Oct-17,To Comm.on NEFT:/CORP-V SENGINEERING-004417290052923[ID:52923],0,16,-75169178.56,-75169178.56,0,16,True,NEFT,39
17-10-2017,17-Oct-17,To NEFT/YESB-PASSIMENGINEER-004417290052924[ID:52924],0,400000,-75569178.56,-75569178.56,0,400000,True,NEFT,39
17-10-2017,17-Oct-17,To Comm.onNEFT:/YESB-PASSIMENGINEER-004417290052924[ID:,0,29,-75569207.56,-75569207.56,0,29,True,NEFT,39
17-10-2017,17-Oct-17,To NEFT/BARB-OMCONSULTINGS-004417290052932[ID:52932],0,3053185,-78622392.56,-78622392.56,0,3053185,True,NEFT,39
17-10-2017,17-Oct-17,To Comm.on NEFT:/BARB-OMCONSULTINGS-004417290052932[ID:52932],0,29,-78622421.56,-78622421.56,0,29,True,NEFT,39
17-10-2017,17-Oct-17,To NEFT/IDIB-A P CLEANINGWO-004417290052925[ID:52925]To Comm.on NEFT:/IDIB-A P,0,200000,-78822421.56,-78822421.56,0,200000,True,NEFT,39
17-10-2017,17-Oct-17,To Comm.on NEFT:/IDIB-A PCLEANINGWO-004417290052925[ID:52925],0,16,-78822437.56,-78822437.56,0,16,True,NEFT,39
17-10-2017,17-Oct-17,To NEFT/HDFC-ACCLIMITED-004417290052934[ID:52934],0,308050,-79130487.56,-79130487.56,0,308050,True,NEFT,39
17-10-2017,17-Oct-17,To Comm.on NEFT:/HDFC-ACCLIMITED-004417290052934[ID:52934],0,29,-79130516.56,-79130516.56,0,29,True,NEFT,39
17-10-2017,17-Oct-17,To NEFT/VIJB-SHREE SAINATHC-004417290052935[ID:52935]To Comm.on NEFT:/VIJB-SHREE,0,37584,-79168100.56,-79168100.56,0,37584,True,NEFT,39
17-10-2017,17-Oct-17,To Comm.on NEFT:/VIJB-SHREESAINATHC-004417290052935[ID:52935],0,6,-79168106.56,-79168106.56,0,6,True,NEFT,39
17-10-2017,17-Oct-17,To NEFT/UCBA-AADISHAKTIINDU-004417290052936[ID:52936],0,99000,-79267106.56,-79267106.56,0,99000,True,NEFT,39
17-10-2017,17-Oct-17,To Comm.onNEFT:/UCBA-AADISHAKTIINDU-004417290052936[ID:52936,0,6,-79267112.56,-79267112.56,0,6,True,NEFT,39
18-10-2017,18-Oct-17,By NEFT ID:52945 [FromPASSIM ENGINEERINGWORKS],400000,0,-78867112.56,-78867112.56,400000,0,True,NEFT,39
18-10-2017,18-Oct-17,To LC-No 145 Retired,0,2465033,-81332145.56,-81332145.56,0,2465033,True,Others,39
18-10-2017,18-Oct-17,MSEDCL,0,161270,-81493415.56,-81493415.56,0,161270,True,Others,39
18-10-2017,18-Oct-17,SURESH HARDWARE,0,6528,-81499943.56,-81499943.56,0,6528,True,Others,39
18-10-2017,18-Oct-17,J B ENGINEERINGCORPORATIONParticulars,0,193700,-81693643.56,-81693643.56,0,193700,True,Others,39
18-10-2017,18-Oct-17,KAMAL AGENCIES,0,257488,-81951131.56,-81951131.56,0,257488,True,Others,39
18-10-2017,18-Oct-17,SYNDICATE ENGG INDUSTRIES,0,38367,-81989498.56,-81989498.56,0,38367,True,Others,39
18-10-2017,18-Oct-17,EAGLE BURGMANN INDIA LTD,0,507941,-82497439.56,-82497439.56,0,507941,True,Others,39
18-10-2017,18-Oct-17,VTECH POWER HYDRAULICS,0,6118,-82503557.56,-82503557.56,0,6118,True,Others,39
18-10-2017,18-Oct-17,By RTGS ID:7848 From24605053424M/S NOVATECHPROJECTS (I) PRIVATE,9000000,0,-73503557.56,-73503557.56,9000000,0,True,RTGS,39
18-10-2017,18-Oct-17,By RTGS ID:7849 From24605053424M/S NOVATECHPROJECTS (I) PRIVATE,4100000,0,-69403557.56,-69403557.56,4100000,0,True,RTGS,39
18-10-2017,18-Oct-17,To NEFT/YESB-PASSIMENGINEER-004417291053018[ID:53018],0,400000,-69803557.56,-69803557.56,0,400000,True,NEFT,39
